Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,497,19
SAO VICENTE,Icó,JAGUARIBANA,577.4,496,-14.1
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,493.4,-43.6
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,492,-14.1
LACERDA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,522.6,492,-5.9
SANTA CRUZ,Amontada,LITORAL NORTE,0,489.6,0
NOVA OLINDA,Nova Olinda,CARIRI,885.3,485,-45.2
BOA VISTA,Mombaça,SERTAO CENTRAL E INHAMUNS,523.6,484.9,-7.4
IBIAPABA,Crateús,SERTAO CENTRAL E INHAMUNS,639.9,480.5,-24.9
ACUDE SAO JOSE I,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,479,0
CARMELOPOLES,Campos Sales,SERTAO CENTRAL E INHAMUNS,662.1,478.6,-27.7
AC. OROS,Orós,JAGUARIBANA,359.8,476.6,32.5
CAPIM GROSSO,Russas,JAGUARIBANA,692.6,474,-31.6
ACUDE CARAO,Tamboril,SERTAO CENTRAL E INHAMUNS,0,473.1,0
POTIRETAMA,Potiretama,JAGUARIBANA,651.5,468,-28.2
COMUNIDADE LEMOS,Pentecoste,LITORAL DE PECEM,669.3,464,-30.7
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,463,-32.2
ACUDE SAO JOSE II,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,461.4,0
ARATAMA,Assaré,SERTAO CENTRAL E INHAMUNS,658.1,460,-30.1
CEDRO,Aiuaba,SERTAO CENTRAL E INHAMUNS,435.8,459.2,5.4
SOLONOPOLE,Solonópole,SERTAO CENTRAL E INHAMUNS,753.1,458.4,-39.1
PENAFORTE,Penaforte,CARIRI,579,451.5,-22
SACO DO BELEM,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,236.5,448.5,89.6
TURURU,Tururu,LITORAL DE PECEM,866.8,444.2,-48.8
BONFIM,Sobral,LITORAL NORTE,697.2,443.6,-36.4
AEROPORTO DE ARACATI,Aracati,JAGUARIBANA,863.7,443.4,-48.7
PARAISO,Catunda,SERTAO CENTRAL E INHAMUNS,516.3,437,-15.4
BOA VIAGEM,Boa Viagem,SERTAO CENTRAL E INHAMUNS,661.4,434.8,-34.3
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,429.4,-32
ACUDE MUNDAU,Uruburetama,LITORAL DE PECEM,0,428.8,0
SAO JOSE DO TORTO,Sobral,LITORAL NORTE,608.4,428.4,-29.6
UIRAPONGA,Morada Nova,JAGUARIBANA,622.3,427.4,-31.3
CANA BRAVA DOS FERREIRAS,Granjeiro,CARIRI,0,426.7,0
JUCA,Cariré,IBIAPABA,0,425.6,0
MORRINHOS NOVOS,Guaraciaba do Norte,IBIAPABA,541.1,424.2,-21.6
RIACHO VERMELHO,Iguatu,SERTAO CENTRAL E INHAMUNS,749.4,424,-43.4
TAUA,Tauá,SERTAO CENTRAL E INHAMUNS,547,421.1,-23
SITIO SAO PEDRO,Ipaumirim,CARIRI,0,421,0
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,420.2,-42.2
FAZENDA NOVA,Aiuaba,SERTAO CENTRAL E INHAMUNS,488.2,419.8,-14
CRATEUS,Crateús,SERTAO CENTRAL E INHAMUNS,704.1,419,-40.5
ACOPIARA,Acopiara,SERTAO CENTRAL E INHAMUNS,744,416.8,-44
IPAPORANGA,Ipaporanga,IBIAPABA,678.9,416.6,-38.6
JUA,Irauçuba,LITORAL DE PECEM,463.7,416.6,-10.2
SAO DOMINGOS,Caridade,SERTAO CENTRAL E INHAMUNS,565.2,414,-26.8
PALHANO,Palhano,JAGUARIBANA,718.3,413.5,-42.4
LAGOA DO MATO,Itatira,SERTAO CENTRAL E INHAMUNS,546.5,411.5,-24.7
PAUS BRANCOS,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,410,0
MONSENHOR TABOSA,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,669.6,409,-38.9
SAO JOAO DO JAGUARIBE,São João do Jaguaribe,JAGUARIBANA,705.7,408.6,-42.1
SALITRE,Salitre,SERTAO CENTRAL E INHAMUNS,509.4,405.8,-20.3
INDEPENDENCIA,Independência,SERTAO CENTRAL E INHAMUNS,579.4,404,-30.3
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,399.1,0
PEDRA BRANCA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,813.7,399,-51
AÇUDE VIEIRAO,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,398,0
CANABRAVA-COCOGI,Parambu,SERTAO CENTRAL E INHAMUNS,575.4,396,-31.2
PATRIARCA,Sobral,LITORAL NORTE,681.9,394.1,-42.2
SANTANA,Poranga,IBIAPABA,440.2,390,-11.4
PATOS,Morada Nova,JAGUARIBANA,635.9,390,-38.7
CARACARA,Sobral,LITORAL NORTE,459.7,390,-15.2
EBRON,Acopiara,SERTAO CENTRAL E INHAMUNS,534.2,389,-27.2
CAPITAO MOR,Pedra Branca,SERTAO CENTRAL E INHAMUNS,0,388.4,0
FAZENDA GRACINHA,Crateús,SERTAO CENTRAL E INHAMUNS,540.4,387,-28.4
RAIMUNDO MARTINS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,519.9,385.6,-25.8
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,385,-44.9
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,383,-11.6
BOM NOME,Aiuaba,SERTAO CENTRAL E INHAMUNS,546.5,379,-30.7
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,378,0
FAZENDA MORADA NOVA,Acopiara,SERTAO CENTRAL E INHAMUNS,579.3,375,-35.3
PIQUET CARNEIRO,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,730.9,366,-49.9
MORADA NOVA,Morada Nova,JAGUARIBANA,704.4,363.7,-48.4
CARIUTABA,Farias Brito,CARIRI,774.9,363.6,-53.1
ALTAMIRA,Tauá,SERTAO CENTRAL E INHAMUNS,394.6,362.8,-8.1
SAO JOSE DAS LONTRAS,Ipueiras,IBIAPABA,434,362.1,-16.6
OROS,Orós,JAGUARIBANA,808.4,359.6,-55.5
VILA SANTO ANTONIO,Crateús,SERTAO CENTRAL E INHAMUNS,582.8,359,-38.4
CAMPOS SALES,Campos Sales,SERTAO CENTRAL E INHAMUNS,567.9,358.9,-36.8
JANDRANGOEIRA,Independência,SERTAO CENTRAL E INHAMUNS,340.6,358.5,5.2
SITIO INHARE,São Benedito,IBIAPABA,0,355,0
OLIVEIRA,Tamboril,SERTAO CENTRAL E INHAMUNS,542.9,353.7,-34.9
SANTO ANTôNIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,0,351.5,0
ARACATIARA,Amontada,LITORAL NORTE,621.6,348,-44
CATARINA,Catarina,SERTAO CENTRAL E INHAMUNS,689.4,341.4,-50.5
PARAMBU,Parambu,SERTAO CENTRAL E INHAMUNS,722.3,340.3,-52.9
AMONTADA,Amontada,LITORAL NORTE,631.1,338.7,-46.3
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,338.2,-26
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,338,-34.6
CRUZ,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,435.4,337,-22.6
SAO MIGUEL,Mauriti,CARIRI,730.6,333,-54.4
TRES BODEGAS,Icó,JAGUARIBANA,605,327,-46
CHACARA PEDRO HENRIQUE,Palmácia,MACICO DE BATURITE,0,326.8,0
CACHOEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,316.5,324.1,2.4
SITIOS NOVOS,Caucaia,LITORAL DE FORTALEZA,551.4,320.2,-41.9
RECIFE,Independência,SERTAO CENTRAL E INHAMUNS,446.4,318,-28.8
ACUDE DO GOVERNO,Iguatu,SERTAO CENTRAL E INHAMUNS,526.3,311,-40.9
EMATUBA,Independência,SERTAO CENTRAL E INHAMUNS,475.2,309,-35
TOME VIEIRA,Ererê,JAGUARIBANA,864.6,299,-65.4
CARRAPATEIRAS,Tauá,SERTAO CENTRAL E INHAMUNS,451.6,299,-33.8
QUIXOA,Iguatu,SERTAO CENTRAL E INHAMUNS,782.3,297.4,-62
CROATA,Croatá,IBIAPABA,526.3,297.3,-43.5
CRIOULAS,Pereiro,JAGUARIBANA,609,297.2,-51.2
AC. VARZEA DO BOI,Tauá,SERTAO CENTRAL E INHAMUNS,361.7,279.4,-22.8
MELANCIAS,Tururu,LITORAL DE PECEM,0,269,0
CARNAUBAL,Carnaubal,IBIAPABA,638.1,265.8,-58.3
ROLDAO,Morada Nova,JAGUARIBANA,652,265,-59.4
BELEM,Crateús,SERTAO CENTRAL E INHAMUNS,0,254,0
POCO DA AREIA,Ubajara,IBIAPABA,475.3,252.6,-46.9
BARAO DE AQUIRAZ,Campos Sales,SERTAO CENTRAL E INHAMUNS,443.7,251.4,-43.3
MUQUEM,Independência,SERTAO CENTRAL E INHAMUNS,0,241,0
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,240.7,-56.6
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,235.2,-6.7
SAO JOAO DO TRISSI,Tauá,SERTAO CENTRAL E INHAMUNS,471.4,224,-52.5
AC. FAVELAS,Tauá,SERTAO CENTRAL E INHAMUNS,292.3,222.4,-23.9
DESEJO,Independência,SERTAO CENTRAL E INHAMUNS,640.6,221.6,-65.4
CAICARA,Tauá,SERTAO CENTRAL E INHAMUNS,326.5,218.8,-33
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,216,-46.1
CACIMBAS,Cariré,IBIAPABA,0,211,0
IBUACU,Boa Viagem,SERTAO CENTRAL E INHAMUNS,516.2,201,-61.1
ESTACAO ECOLOGICA,Aiuaba,SERTAO CENTRAL E INHAMUNS,481.8,196,-59.3
SANTA TEREZA,Croatá,IBIAPABA,567.3,194.6,-65.7
SANTO ANTONIO DA PINDOBA,Ibiapina,IBIAPABA,0,191.9,0
CHACARA CRAVO E ROSA,Salitre,SERTAO CENTRAL E INHAMUNS,0,188.8,0
EMAUS,Novo Oriente,SERTAO CENTRAL E INHAMUNS,450.4,180,-60
FAZ.BELO HORIZONTE,Tauá,SERTAO CENTRAL E INHAMUNS,0,178.3,0
FAZ.REALEZA,Independência,SERTAO CENTRAL E INHAMUNS,0,178.2,0
JARDIM,Jardim,CARIRI,726.5,177,-75.6
ALGODOES,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,410.9,172,-58.1
FAZENDA LOGRADOURO,São João do Jaguaribe,JAGUARIBANA,587.6,171,-70.9
CURATIS,Tamboril,SERTAO CENTRAL E INHAMUNS,474.2,155,-67.3
SITIO ITAPORANGA,Saboeiro,SERTAO CENTRAL E INHAMUNS,0,150,0
BARRINHA,Icapuí,JAGUARIBANA,387.3,136,-64.9
ACUDE BATENTE,Ocara,MACICO DE BATURITE,0,131,0
MONTEIRO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,611.4,104,-83
CACHOEIRA DE FORA,Arneiroz,SERTAO CENTRAL E INHAMUNS,438.2,103.2,-76.5
JACUIPE NASCENTE,Amontada,LITORAL NORTE,0,99,0
BOTIJA,Guaramiranga,MACICO DE BATURITE,0,87.6,0
LIMA CAMPOS,Icó,JAGUARIBANA,182.5,71.5,-60.8
CARNAUBINHA,Milhã,SERTAO CENTRAL E INHAMUNS,0,57,0
MARRECAS,Tauá,SERTAO CENTRAL E INHAMUNS,480.2,47,-90.2
SALGADINHO,Madalena,SERTAO CENTRAL E INHAMUNS,0,46,0
SERRA DO BAIXIO DO MOCO,Salitre,SERTAO CENTRAL E INHAMUNS,0,46,0
DIPAN-ESCRITORIO DO DNOCS,Varjota,IBIAPABA,0,45,0
PACATUBA,Pacatuba,LITORAL DE FORTALEZA,1168.5,43.6,-96.3
CURUPIRA,Ocara,MACICO DE BATURITE,689.5,40,-94.2
SITIO QUENQUELERE,Potengi,SERTAO CENTRAL E INHAMUNS,0,33,0
CORREGO ESPERANÇA,Palhano,JAGUARIBANA,0,28.9,0
FAZENDA BOA VISTA,Itapiúna,MACICO DE BATURITE,0,28.5,0
SERRAGEM,Ocara,MACICO DE BATURITE,639.9,25,-96.1
ITAGUA,Campos Sales,SERTAO CENTRAL E INHAMUNS,397.3,18.1,-95.4
SAO JOAQUIM,Itapajé,LITORAL DE PECEM,533.9,15.7,-97.1
DAMIAO,Ipu,IBIAPABA,0,13.2,0
SITIO BONSUCESSO,Jardim,CARIRI,0,13,0
MARARUPA,Mauriti,CARIRI,619.1,7,-98.9
FAZENDA NOVA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,3,0
SAO ROMAO,Altaneira,CARIRI,0,N.I.,N.I.
SANTA VITORIA - LAGES,Aurora,CARIRI,0,N.I.,N.I.
NOVO GRANGEIRO,Granjeiro,CARIRI,0,N.I.,N.I.
SITIO TRANQUEIRA,Lavras da Mangabeira,CARIRI,0,N.I.,N.I.
JARDIM MIRIM,Jardim,CARIRI,647,N.I.,N.I.
SERRA BOCA DA MATA L,Jardim,CARIRI,0,N.I.,N.I.
SERRA BREJINHO,Jardim,CARIRI,0,N.I.,N.I.
POCO GRANDE,Jucás,CARIRI,565.1,N.I.,N.I.
PONTA DA SERRA,Crato,CARIRI,809,N.I.,N.I.
DOM QUINTINO,Crato,CARIRI,734.5,N.I.,N.I.
QUIXABINHA,Mauriti,CARIRI,334.9,N.I.,N.I.
AGUA VERMELHA,Milagres,CARIRI,0,0,0
DOM LEME,Santana do Cariri,CARIRI,0,N.I.,N.I.
LAGEDO,Cedro,CARIRI,618.6,N.I.,N.I.
SITIO NOVO-VILA PE CICERO,Juazeiro do Norte,CARIRI,782,N.I.,N.I.
LAGOA DE SANTO ANTONIO,Ararendá,IBIAPABA,0,N.I.,N.I.
TRAPIA,Forquilha,IBIAPABA,573.5,N.I.,N.I.
CONCEICAO,Hidrolândia,IBIAPABA,803.7,N.I.,N.I.
MARRUAS DOS PAIVA,Ipu,IBIAPABA,0,N.I.,N.I.
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,N.I.,N.I.
SITIO CHAPADINHA,São Benedito,IBIAPABA,0,N.I.,N.I.
AEROPORTO,São Benedito,IBIAPABA,0,N.I.,N.I.
TABAINHA,Tianguá,IBIAPABA,939.7,N.I.,N.I.
GIQUI,Jaguaruana,JAGUARIBANA,564.3,N.I.,N.I.
SARGENTO,Jaguaruana,JAGUARIBANA,0,N.I.,N.I.
ACUDE POTIRETAMA,Potiretama,JAGUARIBANA,0,N.I.,N.I.
SÍTIO SÃO PEDRO,Jaguaretama,JAGUARIBANA,529.3,N.I.,N.I.
MONTE ALEGRE,Jaguaretama,JAGUARIBANA,244.9,N.I.,N.I.
AÇUDE FIGUEIREDO,Iracema,JAGUARIBANA,0,N.I.,N.I.
CASTANHAO,Alto Santo,JAGUARIBANA,664.5,N.I.,N.I.
CARAUBAS,Alto Santo,JAGUARIBANA,480.6,N.I.,N.I.
ACUDE RIACHO DA SERRA,Alto Santo,JAGUARIBANA,0,N.I.,N.I.
FEITICEIRO,Jaguaribe,JAGUARIBANA,537.5,N.I.,N.I.
SITIO SEVERO,Jaguaribe,JAGUARIBANA,488.8,N.I.,N.I.
LAGOA GRANDE,Russas,JAGUARIBANA,449.3,N.I.,N.I.
SITIO CAMPO LIMPO,Russas,JAGUARIBANA,0,N.I.,N.I.
ACUDE MADEIRO,Pereiro,JAGUARIBANA,0,N.I.,N.I.
BARRA DE SITIA,Banabuiú,JAGUARIBANA,633.6,N.I.,N.I.
LAGOA DA SERRA,Caucaia,LITORAL DE FORTALEZA,564.8,N.I.,N.I.
BOM PRINCIPIO,Caucaia,LITORAL DE FORTALEZA,752.8,N.I.,N.I.
PATOS DOS LIBERATOS,Chorozinho,LITORAL DE FORTALEZA,438.3,0,-100
JUBAIA,Maranguape,LITORAL DE FORTALEZA,836.4,N.I.,N.I.
BOQUEIRAO DO CESARIO,Beberibe,LITORAL DE FORTALEZA,518.4,N.I.,N.I.
BERRA BODE-ETS,Aquiraz,LITORAL DE FORTALEZA,1166.9,N.I.,N.I.
VILA SOARES,Apuiarés,LITORAL DE PECEM,0,N.I.,N.I.
FAZENDA PAU D'ARCO,Itapipoca,LITORAL DE PECEM,680.5,N.I.,N.I.
MISSI,Irauçuba,LITORAL DE PECEM,582.4,N.I.,N.I.
BOA VISTA DO CAXITORE,Irauçuba,LITORAL DE PECEM,211.6,N.I.,N.I.
JUREMA,Paramoti,LITORAL DE PECEM,0,N.I.,N.I.
ASSENTAMENTO PAPEL,Paramoti,LITORAL DE PECEM,0,N.I.,N.I.
GURIU,Camocim,LITORAL NORTE,348.5,N.I.,N.I.
JATOBA,Camocim,LITORAL NORTE,816,N.I.,N.I.
NOVA CONQUISTA,Amontada,LITORAL NORTE,0,N.I.,N.I.
JIJOCA DE JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,631.3,N.I.,N.I.
GAMELEIRA,Massapê,LITORAL NORTE,0,N.I.,N.I.
AC. AYRES DE SOUZA,Sobral,LITORAL NORTE,114.3,N.I.,N.I.
AEROPORTO(SOBRAL),Sobral,LITORAL NORTE,510,0,-100
JORDAO,Sobral,LITORAL NORTE,940,0,-100
CENTRO DE TREINAMENTO,Sobral,LITORAL NORTE,844.4,N.I.,N.I.
CAIOCA,Sobral,LITORAL NORTE,651.8,0,-100
TAPERUABA,Sobral,LITORAL NORTE,463.1,N.I.,N.I.
BILHEIRA,Sobral,LITORAL NORTE,593.2,N.I.,N.I.
SALGADO DOS MACHADOS,Sobral,LITORAL NORTE,667.3,N.I.,N.I.
PATOS,Sobral,LITORAL NORTE,0,N.I.,N.I.
IBUGUACU,Granja,LITORAL NORTE,715,N.I.,N.I.
CAMARAO,Aratuba,MACICO DE BATURITE,0,N.I.,N.I.
SERENO DE CIMA,Ocara,MACICO DE BATURITE,739.6,N.I.,N.I.
NOVO HORIZONTE,Ocara,MACICO DE BATURITE,466.5,N.I.,N.I.
ARISCO DOS MARIANOS,Ocara,MACICO DE BATURITE,622.1,N.I.,N.I.
SITIO PILOES,Pacoti,MACICO DE BATURITE,0,N.I.,N.I.
AC. RIACHO DO SANGUE,Solonópole,SERTAO CENTRAL E INHAMUNS,243.6,N.I.,N.I.
BARRA,Aiuaba,SERTAO CENTRAL E INHAMUNS,395.2,N.I.,N.I.
PAJEU,Araripe,SERTAO CENTRAL E INHAMUNS,555.7,N.I.,N.I.
TRUSSU,Acopiara,SERTAO CENTRAL E INHAMUNS,686.1,N.I.,N.I.
GUARIBAS,Acopiara,SERTAO CENTRAL E INHAMUNS,565.7,N.I.,N.I.
ACUDE POCO DE PEDRAS,Campos Sales,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FIGUEIREDO,Catarina,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FECHADO,Catarina,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAICARINHA,Choró,SERTAO CENTRAL E INHAMUNS,482.2,N.I.,N.I.
PIRANGI,Ibaretama,SERTAO CENTRAL E INHAMUNS,411.5,N.I.,N.I.
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
AEROPORTO(IGUATU),Iguatu,SERTAO CENTRAL E INHAMUNS,260.4,N.I.,N.I.
JABURU,Independência,SERTAO CENTRAL E INHAMUNS,468.7,N.I.,N.I.
CACHOEIRA DO FOGO,Independência,SERTAO CENTRAL E INHAMUNS,458.6,N.I.,N.I.
MONTE SINAI,Independência,SERTAO CENTRAL E INHAMUNS,429.5,N.I.,N.I.
LOGRADOURO,Independência,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
MACAOCA,Madalena,SERTAO CENTRAL E INHAMUNS,476.3,N.I.,N.I.
PAU FERRO,Madalena,SERTAO CENTRAL E INHAMUNS,306.7,N.I.,N.I.
NOSSA SRA. DO LIVRAMENTO,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,418.2,N.I.,N.I.
BARREIROS,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,274,N.I.,N.I.
IRAPUA,Crateús,SERTAO CENTRAL E INHAMUNS,446.3,N.I.,N.I.
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,N.I.,N.I.
SITIO BAIXA GRANDE,Crateús,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FAZENDA TAPUIO,Crateús,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BARREIROS DE BAIXO,Potengi,SERTAO CENTRAL E INHAMUNS,384.7,N.I.,N.I.
VILA ESCONDIDO,Potengi,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
VILA ALECRIM,Potengi,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
DOM MAURICIO,Quixadá,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BELEM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,613.6,N.I.,N.I.
CHAPADA DO ALEGRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAMPESTRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SITIO MILHANS,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BONFIM,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,623.8,N.I.,N.I.
DOMINGOS DA COSTA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,488.4,N.I.,N.I.
PIEDADE,Boa Viagem,SERTAO CENTRAL E INHAMUNS,316.5,N.I.,N.I.
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,0,-100
FLAMENGO,Saboeiro,SERTAO CENTRAL E INHAMUNS,741.9,N.I.,N.I.
BOA ESPERANCA,Tamboril,SERTAO CENTRAL E INHAMUNS,543.6,N.I.,N.I.
SUCESSO,Tamboril,SERTAO CENTRAL E INHAMUNS,631.1,N.I.,N.I.
STA. RITA DOS GALDINOS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,508.1,N.I.,N.I.
BOM JESUS,Tauá,SERTAO CENTRAL E INHAMUNS,277,N.I.,N.I.
AC. TRICI,Tauá,SERTAO CENTRAL E INHAMUNS,239,N.I.,N.I.
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
