Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
SERRA BREJINHO,Jardim,CARIRI,0,684.6,0
AQUINOPOLES,Jaguaribe,JAGUARIBANA,657.6,684.3,4.1
MINEIROLANDIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,744.9,684,-8.2
CAMARAO,Aratuba,MACICO DE BATURITE,0,681.5,0
BARRINHA,Icapuí,JAGUARIBANA,387.3,680,75.6
CANAUNA,Ipaumirim,CARIRI,847.9,679,-19.9
ERERE,Ererê,JAGUARIBANA,808.8,678,-16.2
AÇUDE VIEIRAO,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,677.6,0
URUQUE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,895.1,676.5,-24.4
TOME VIEIRA,Ererê,JAGUARIBANA,864.6,673.3,-22.1
BRUM,Jaguaribe,JAGUARIBANA,0,673.2,0
VILA ANTONICO,Quixelô,SERTAO CENTRAL E INHAMUNS,767.4,673.2,-12.3
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,672,-7.6
CHAPADA DO ALEGRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,671.9,0
CRATEUS,Crateús,SERTAO CENTRAL E INHAMUNS,704.1,670.6,-4.8
ASSENTAMENTO PAPEL,Paramoti,LITORAL DE PECEM,0,669,0
EIXAO 2,Morada Nova,JAGUARIBANA,0,667.3,0
SALITRE,Salitre,SERTAO CENTRAL E INHAMUNS,509.4,667,30.9
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,666.1,-23.9
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,665.5,-2.6
INGAZEIRA,Aurora,CARIRI,821.6,665.4,-19
QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,706.2,664.9,-5.9
BANDEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,628.4,662.4,5.4
LAGOA DA SERRA,Morada Nova,JAGUARIBANA,764.8,661.5,-13.5
NOVA FLORESTA,Jaguaribe,JAGUARIBANA,597.1,660.7,10.7
MIRAIMA,Miraíma,LITORAL NORTE,678.3,660.7,-2.6
SANTA TEREZINHA,Crateús,SERTAO CENTRAL E INHAMUNS,446.8,660.4,47.8
PASSAGEM - FOGAREIRO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,557.7,659.3,18.2
CANINDEZINHO,Potiretama,JAGUARIBANA,679.3,659,-3
BARREIROS DE BAIXO,Potengi,SERTAO CENTRAL E INHAMUNS,384.7,658,71.1
BANABUIU,Banabuiú,JAGUARIBANA,673.8,656.7,-2.5
SANTA TEREZA,Croatá,IBIAPABA,567.3,656,15.6
SITIO INHARE,São Benedito,IBIAPABA,0,656,0
MILHA,Milhã,SERTAO CENTRAL E INHAMUNS,725.8,655.3,-9.7
RUSSAS,Russas,JAGUARIBANA,731.8,654.1,-10.6
MELANCIAS,Tururu,LITORAL DE PECEM,0,653,0
BOA VISTA,Mombaça,SERTAO CENTRAL E INHAMUNS,523.6,652.9,24.7
CAMPOS SALES,Campos Sales,SERTAO CENTRAL E INHAMUNS,567.9,652.2,14.8
MONTEIRO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,611.4,649,6.2
OROS,Orós,JAGUARIBANA,808.4,648.2,-19.8
DEP. IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,790.5,648,-18
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,648,55.1
LOGRADOURO,Alto Santo,JAGUARIBANA,595.6,645.4,8.4
BELEM,Crateús,SERTAO CENTRAL E INHAMUNS,0,642,0
ALTO SANTO,Alto Santo,JAGUARIBANA,733.3,641.5,-12.5
ICO,Icó,JAGUARIBANA,767.7,640.2,-16.6
BAU,Iguatu,SERTAO CENTRAL E INHAMUNS,825,639,-22.5
MAURITI,Mauriti,CARIRI,755.7,637.6,-15.6
PALMATORIA,Itapiúna,MACICO DE BATURITE,728,637.6,-12.4
IBICUA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,726.7,637,-12.4
POCO DA AREIA,Ubajara,IBIAPABA,475.3,634.4,33.5
SITIO CANTO,Umari,CARIRI,739.4,634,-14.3
VILA SAO GONCALO-MARROCOS,Juazeiro do Norte,CARIRI,657.7,633.9,-3.6
TABAINHA,Tianguá,IBIAPABA,939.7,632.4,-32.7
ACUDE DO GOVERNO,Iguatu,SERTAO CENTRAL E INHAMUNS,526.3,632,20.1
BONFIM,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,623.8,632,1.3
JATI,Jati,CARIRI,722.3,631,-12.7
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,631,45.6
CAIXA,Acopiara,SERTAO CENTRAL E INHAMUNS,722.3,629,-12.9
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,628,-10.2
VARZEA NOVA,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,576.9,627.8,8.8
SITIO SEVERO,Jaguaribe,JAGUARIBANA,488.8,627.4,28.4
BOM NOME,Aiuaba,SERTAO CENTRAL E INHAMUNS,546.5,626.4,14.6
BAIXIO DE DONANA,Jucás,CARIRI,708.8,626,-11.7
SERRA BOCA DA MATA L,Jardim,CARIRI,0,626,0
UMARI,Umari,CARIRI,777,624.1,-19.7
QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,706.4,622.4,-11.9
BELEM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,613.6,620,1
MONSENHOR TABOSA,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,669.6,618.2,-7.7
ADRIANOPOLIS,Granja,LITORAL NORTE,1296.1,616.4,-52.4
PENAFORTE,Penaforte,CARIRI,579,614,6.1
CHORO,Choró,SERTAO CENTRAL E INHAMUNS,730.5,613.9,-16
QUIXELO,Quixelô,SERTAO CENTRAL E INHAMUNS,755.7,613,-18.9
PINDOGUABA,Tianguá,IBIAPABA,523.2,609,16.4
SALITRE,Canindé,SERTAO CENTRAL E INHAMUNS,385.5,608.1,57.7
RAFAEL ARRUDA,Sobral,LITORAL NORTE,621.2,606.2,-2.4
JATOBA,Camocim,LITORAL NORTE,816,605,-25.9
IBIAPABA,Crateús,SERTAO CENTRAL E INHAMUNS,639.9,605,-5.5
CAJAZERINHA,Umari,CARIRI,0,603,0
ACUDE SANTA MARIA,Ererê,JAGUARIBANA,0,603,0
MORADA NOVA,Morada Nova,JAGUARIBANA,704.4,601.9,-14.6
FIGUEIREDO,Catarina,SERTAO CENTRAL E INHAMUNS,0,601.3,0
JUREMA,General Sampaio,LITORAL DE PECEM,356,600,68.6
TARRAFAS,Tarrafas,SERTAO CENTRAL E INHAMUNS,673.1,595,-11.6
INHUPORANGA,Caridade,SERTAO CENTRAL E INHAMUNS,331.8,594.8,79.3
CARIUTABA,Farias Brito,CARIRI,774.9,593.5,-23.4
ACUDE TIGRE,Solonópole,SERTAO CENTRAL E INHAMUNS,0,593.3,0
SAO DOMINGOS,Caridade,SERTAO CENTRAL E INHAMUNS,565.2,588,4
SANTO ANTONIO DA PINDOBA,Ibiapina,IBIAPABA,0,587,0
CARMELOPOLES,Campos Sales,SERTAO CENTRAL E INHAMUNS,662.1,585.5,-11.6
CUSTODIO,Quixadá,SERTAO CENTRAL E INHAMUNS,576.1,584.4,1.4
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,583,-9.6
SAO JOAQUIM,Itapajé,LITORAL DE PECEM,533.9,580.9,8.8
CENTRO DE TREINAMENTO,Sobral,LITORAL NORTE,844.4,580.6,-31.2
JARDIM,Jardim,CARIRI,726.5,578.2,-20.4
RIACHO VERMELHO,Iguatu,SERTAO CENTRAL E INHAMUNS,749.4,578,-22.9
ACOPIARA,Acopiara,SERTAO CENTRAL E INHAMUNS,744,576,-22.6
EMAUS,Novo Oriente,SERTAO CENTRAL E INHAMUNS,450.4,575,27.7
JARDIM MIRIM,Jardim,CARIRI,647,571.8,-11.6
AC. OROS,Orós,JAGUARIBANA,359.8,565.9,57.3
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,565.6,0
SITIO BONSUCESSO,Jardim,CARIRI,0,565.1,0
NOSSA SRA. DO LIVRAMENTO,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,418.2,563,34.6
AC. QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,88.2,562.9,538.2
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,562.5,123.1
GUASSUSSE,Orós,JAGUARIBANA,0,560,0
BOA VISTA DO CAXITORE,Irauçuba,LITORAL DE PECEM,211.6,558,163.7
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,554,0
AC. TRICI,Tauá,SERTAO CENTRAL E INHAMUNS,239,553.6,131.7
SERRA BRAVA,Milagres,CARIRI,0,552.5,0
COMUNIDADE VALDIVINO,Milagres,CARIRI,0,550.8,0
NOVO GRANGEIRO,Granjeiro,CARIRI,0,548.6,0
CANABRAVA-COCOGI,Parambu,SERTAO CENTRAL E INHAMUNS,575.4,547,-4.9
QUIXABINHA,Mauriti,CARIRI,334.9,542.5,62
GURIU,Camocim,LITORAL NORTE,348.5,541.1,55.3
VILA SANTO ANTONIO,Crateús,SERTAO CENTRAL E INHAMUNS,582.8,540,-7.3
SERROTE BRANCO,Jaguaretama,JAGUARIBANA,678.5,539.2,-20.5
PIQUET CARNEIRO,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,730.9,539,-26.3
BOQUEIRAO DO CESARIO,Beberibe,LITORAL DE FORTALEZA,518.4,538,3.8
INDEPENDENCIA,Independência,SERTAO CENTRAL E INHAMUNS,579.4,537.9,-7.2
DESEJO,Independência,SERTAO CENTRAL E INHAMUNS,640.6,537.8,-16.1
AMARO,Assaré,SERTAO CENTRAL E INHAMUNS,0,537,0
ESPERANCA,Canindé,SERTAO CENTRAL E INHAMUNS,628.8,536.2,-14.7
CROATA,Croatá,IBIAPABA,526.3,535.5,1.8
CEDRO,Aiuaba,SERTAO CENTRAL E INHAMUNS,435.8,535,22.8
BARRO,Barro,CARIRI,823.1,532.6,-35.3
LAGOA DO MATO,Itatira,SERTAO CENTRAL E INHAMUNS,546.5,532.5,-2.6
FAZ.BELO HORIZONTE,Tauá,SERTAO CENTRAL E INHAMUNS,0,531.8,0
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,525,31.1
MUQUEM,Independência,SERTAO CENTRAL E INHAMUNS,0,525,0
CAICARINHA,Choró,SERTAO CENTRAL E INHAMUNS,482.2,523.8,8.6
MARARUPA,Mauriti,CARIRI,619.1,522,-15.7
TRAPIA,Forquilha,IBIAPABA,573.5,522,-9
ESTACAO ECOLOGICA,Aiuaba,SERTAO CENTRAL E INHAMUNS,481.8,520.6,8.1
CARIRIACU,Caririaçu,CARIRI,1048.9,518,-50.6
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,513.2,-18.8
FECHADO,Catarina,SERTAO CENTRAL E INHAMUNS,0,512,0
ACUDE RIACHO DA SERRA,Alto Santo,JAGUARIBANA,0,511,0
TIMONHA,Granja,LITORAL NORTE,1303.7,505,-61.3
PARAMBU,Parambu,SERTAO CENTRAL E INHAMUNS,722.3,503.8,-30.3
DOM MAURICIO,Quixadá,SERTAO CENTRAL E INHAMUNS,0,502.8,0
DOMINGOS DA COSTA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,488.4,497,1.8
ASSARE,Assaré,SERTAO CENTRAL E INHAMUNS,688.2,494.1,-28.2
STA. RITA DOS GALDINOS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,508.1,491.2,-3.3
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,490.8,0
CRIOULAS,Pereiro,JAGUARIBANA,609,490.6,-19.4
GUARIBAS,Acopiara,SERTAO CENTRAL E INHAMUNS,565.7,490,-13.4
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,490,-5.2
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,489,-11.8
ITATIRA,Itatira,SERTAO CENTRAL E INHAMUNS,635.7,488,-23.2
FEITICEIRO,Jaguaribe,JAGUARIBANA,537.5,486.5,-9.5
SERRA DO BAIXIO DO MOCO,Salitre,SERTAO CENTRAL E INHAMUNS,0,484,0
CAPITAO MOR,Pedra Branca,SERTAO CENTRAL E INHAMUNS,0,483.8,0
ACUDE POCO DE PEDRAS,Campos Sales,SERTAO CENTRAL E INHAMUNS,0,483.4,0
SANTANA,Poranga,IBIAPABA,440.2,482,9.5
JUA,Irauçuba,LITORAL DE PECEM,463.7,475,2.4
CACHOEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,316.5,472.5,49.3
TAUA,Tauá,SERTAO CENTRAL E INHAMUNS,547,469.1,-14.2
SITIO MILHANS,Salitre,SERTAO CENTRAL E INHAMUNS,0,466.7,0
MONTE SINAI,Independência,SERTAO CENTRAL E INHAMUNS,429.5,462,7.6
FAZENDA VARZEA ALEGRE,Madalena,SERTAO CENTRAL E INHAMUNS,591.9,461.2,-22.1
SACO DO BELEM,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,236.5,461,94.9
VILA ALECRIM,Potengi,SERTAO CENTRAL E INHAMUNS,0,449.3,0
SAO JOSE DAS LONTRAS,Ipueiras,IBIAPABA,434,446.2,2.8
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,444.2,-22.4
ROLDAO,Morada Nova,JAGUARIBANA,652,438.8,-32.7
SANTO ANTôNIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,0,438,0
EMATUBA,Independência,SERTAO CENTRAL E INHAMUNS,475.2,432.6,-9
ACUDE POTIRETAMA,Potiretama,JAGUARIBANA,0,430,0
SITIO ITAPORANGA,Saboeiro,SERTAO CENTRAL E INHAMUNS,0,423.3,0
BARAO DE AQUIRAZ,Campos Sales,SERTAO CENTRAL E INHAMUNS,443.7,420.4,-5.3
FAZENDA NOVA,Aiuaba,SERTAO CENTRAL E INHAMUNS,488.2,412.4,-15.5
SAO VICENTE,Icó,JAGUARIBANA,577.4,408,-29.3
MADALENA,Madalena,SERTAO CENTRAL E INHAMUNS,587.4,402.5,-31.5
ACUDE PIRABIBU,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,397,0
FAZ.REALEZA,Independência,SERTAO CENTRAL E INHAMUNS,0,392.7,0
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,392,0
JANDRANGOEIRA,Independência,SERTAO CENTRAL E INHAMUNS,340.6,391.5,14.9
POCO GRANDE,Jucás,CARIRI,565.1,391,-30.8
SAO JOAO DO TRISSI,Tauá,SERTAO CENTRAL E INHAMUNS,471.4,385,-18.3
FAZENDA NOVA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,372,0
CACHOEIRA DE FORA,Arneiroz,SERTAO CENTRAL E INHAMUNS,438.2,371.8,-15.2
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,368.5,-40
BARREIROS,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,274,360,31.4
RECIFE,Independência,SERTAO CENTRAL E INHAMUNS,446.4,354,-20.7
COMUNIDADE LEMOS,Pentecoste,LITORAL DE PECEM,669.3,352,-47.4
CURATIS,Tamboril,SERTAO CENTRAL E INHAMUNS,474.2,350,-26.2
ALTAMIRA,Tauá,SERTAO CENTRAL E INHAMUNS,394.6,344.2,-12.8
ITAGUA,Campos Sales,SERTAO CENTRAL E INHAMUNS,397.3,330,-16.9
AC. VARZEA DO BOI,Tauá,SERTAO CENTRAL E INHAMUNS,361.7,323.1,-10.7
FAZENDA TAPUIO,Crateús,SERTAO CENTRAL E INHAMUNS,0,321.9,0
ACUDE MADEIRO,Pereiro,JAGUARIBANA,0,319,0
PIEDADE,Boa Viagem,SERTAO CENTRAL E INHAMUNS,316.5,297,-6.2
CARRAPATEIRAS,Tauá,SERTAO CENTRAL E INHAMUNS,451.6,271.4,-39.9
MACARAU,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,261,0
ALGODOES,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,410.9,258,-37.2
CATARINA,Catarina,SERTAO CENTRAL E INHAMUNS,689.4,258,-62.6
AROEIRAS,Coreaú,IBIAPABA,603.6,244,-59.6
CAICARA,Tauá,SERTAO CENTRAL E INHAMUNS,326.5,240.5,-26.3
NENELANDIA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,239.5,0
FLAMENGO,Saboeiro,SERTAO CENTRAL E INHAMUNS,741.9,226.5,-69.5
EBRON,Acopiara,SERTAO CENTRAL E INHAMUNS,534.2,217,-59.4
CHACARA CRAVO E ROSA,Salitre,SERTAO CENTRAL E INHAMUNS,0,211.1,0
MONTE ALEGRE,Jaguaretama,JAGUARIBANA,244.9,200,-18.3
AC. FAVELAS,Tauá,SERTAO CENTRAL E INHAMUNS,292.3,196,-32.9
SITIO BAIXA GRANDE,Crateús,SERTAO CENTRAL E INHAMUNS,0,178,0
BILHEIRA,Sobral,LITORAL NORTE,593.2,174,-70.7
BOM JESUS,Tauá,SERTAO CENTRAL E INHAMUNS,277,139.4,-49.7
TANGENTE,Massapê,LITORAL NORTE,750.8,128.2,-82.9
SAO JOSE DO TORTO,Sobral,LITORAL NORTE,608.4,108,-82.3
PATRIARCA,Sobral,LITORAL NORTE,681.9,106,-84.5
CEDRO,Cedro,CARIRI,920.6,89.1,-90.3
AGUA VERMELHA,Milagres,CARIRI,0,89,0
FAZENDA IEMEM,Mombaça,SERTAO CENTRAL E INHAMUNS,0,88,0
SITIO QUENQUELERE,Potengi,SERTAO CENTRAL E INHAMUNS,0,60,0
ACUDE SAO JOSE II,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,58,0
FAZENDA MORADA NOVA,Acopiara,SERTAO CENTRAL E INHAMUNS,579.3,54,-90.7
TRUSSU,Acopiara,SERTAO CENTRAL E INHAMUNS,686.1,51,-92.6
ANTONINA DO NORTE,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,633.2,24,-96.2
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,16.6,-97.4
GRANJEIRO,Granjeiro,CARIRI,967.6,7,-99.3
SAO ROMAO,Altaneira,CARIRI,0,N.I.,N.I.
LAGEDO,Cedro,CARIRI,618.6,N.I.,N.I.
SITIO NOVO-VILA PE CICERO,Juazeiro do Norte,CARIRI,782,N.I.,N.I.
PONTA DA SERRA,Crato,CARIRI,809,N.I.,N.I.
PICADA,Guaraciaba do Norte,IBIAPABA,919.1,N.I.,N.I.
SITIO TAUÃ DE BAIXO,Ibiapina,IBIAPABA,0,N.I.,N.I.
RANCHO AGUA FRIA,Ibiapina,IBIAPABA,0,N.I.,N.I.
AEROPORTO,São Benedito,IBIAPABA,0,N.I.,N.I.
RINARÉ,Banabuiú,JAGUARIBANA,354.8,N.I.,N.I.
LIMA CAMPOS,Icó,JAGUARIBANA,182.5,0,-100
TRES BODEGAS,Icó,JAGUARIBANA,605,N.I.,N.I.
CARAUBAS,Alto Santo,JAGUARIBANA,480.6,N.I.,N.I.
SÍTIO SÃO PEDRO,Jaguaretama,JAGUARIBANA,529.3,N.I.,N.I.
BERRA BODE-ETS,Aquiraz,LITORAL DE FORTALEZA,1166.9,N.I.,N.I.
LAGOA DA SERRA,Caucaia,LITORAL DE FORTALEZA,564.8,N.I.,N.I.
BOM PRINCIPIO,Caucaia,LITORAL DE FORTALEZA,752.8,N.I.,N.I.
PATOS DOS LIBERATOS,Chorozinho,LITORAL DE FORTALEZA,438.3,0,-100
TANQUES,Maranguape,LITORAL DE FORTALEZA,896.7,0,-100
FAZENDA COLUMINJUBA,Maranguape,LITORAL DE FORTALEZA,331.4,N.I.,N.I.
VILA SOARES,Apuiarés,LITORAL DE PECEM,0,N.I.,N.I.
AC. GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,256.2,N.I.,N.I.
TURURU,Tururu,LITORAL DE PECEM,866.8,N.I.,N.I.
FAZENDA SÃO DOMINGOS,Tururu,LITORAL DE PECEM,0,N.I.,N.I.
AEROPORTO(SOBRAL),Sobral,LITORAL NORTE,510,0,-100
JORDAO,Sobral,LITORAL NORTE,940,0,-100
PATOS,Sobral,LITORAL NORTE,0,0,0
SITIO PITOMBEIRAS DE CRUZ,Cruz,LITORAL NORTE,0,N.I.,N.I.
NOVA CONQUISTA,Amontada,LITORAL NORTE,0,N.I.,N.I.
SERENO DE CIMA,Ocara,MACICO DE BATURITE,739.6,N.I.,N.I.
NOVO HORIZONTE,Ocara,MACICO DE BATURITE,466.5,N.I.,N.I.
ARISCO DOS MARIANOS,Ocara,MACICO DE BATURITE,622.1,N.I.,N.I.
CHACARA PEDRO HENRIQUE,Palmácia,MACICO DE BATURITE,0,N.I.,N.I.
PAJEU,Araripe,SERTAO CENTRAL E INHAMUNS,555.7,N.I.,N.I.
SUCESSO,Tamboril,SERTAO CENTRAL E INHAMUNS,631.1,N.I.,N.I.
BARRA,Aiuaba,SERTAO CENTRAL E INHAMUNS,395.2,N.I.,N.I.
CAMPESTRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
MACAOCA,Madalena,SERTAO CENTRAL E INHAMUNS,476.3,N.I.,N.I.
FAZENDA CAJAZEIRA,Madalena,SERTAO CENTRAL E INHAMUNS,381,N.I.,N.I.
PAU FERRO,Madalena,SERTAO CENTRAL E INHAMUNS,306.7,N.I.,N.I.
SALGADINHO,Madalena,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
PIRANGI,Ibaretama,SERTAO CENTRAL E INHAMUNS,411.5,N.I.,N.I.
AEROPORTO(IGUATU),Iguatu,SERTAO CENTRAL E INHAMUNS,260.4,N.I.,N.I.
JABURU,Independência,SERTAO CENTRAL E INHAMUNS,468.7,N.I.,N.I.
CACHOEIRA DO FOGO,Independência,SERTAO CENTRAL E INHAMUNS,458.6,N.I.,N.I.
LOGRADOURO,Independência,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CARNAUBINHA,Milhã,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
IBUACU,Boa Viagem,SERTAO CENTRAL E INHAMUNS,516.2,N.I.,N.I.
AC. RIACHO DO SANGUE,Solonópole,SERTAO CENTRAL E INHAMUNS,243.6,N.I.,N.I.
FAZENDA NAO ME DEIXE,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
MARRECAS,Tauá,SERTAO CENTRAL E INHAMUNS,480.2,N.I.,N.I.
