Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
VARZEA NOVA,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,576.9,373.8,-35.2
ASSENTAMENTO NOVO CANAA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,373.4,0
ABAIARA,Abaiara,CARIRI,925.9,373,-59.7
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,371.4,-41.8
CAJAZERINHA,Umari,CARIRI,0,369,0
SANTANA,Poranga,IBIAPABA,440.2,369,-16.2
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,369,-7.9
VILA SAO GONCALO-MARROCOS,Juazeiro do Norte,CARIRI,657.7,368.5,-44
CROATA,Croatá,IBIAPABA,526.3,368.5,-30
CURATIS,Tamboril,SERTAO CENTRAL E INHAMUNS,474.2,368,-22.4
MORRINHOS NOVOS,Guaraciaba do Norte,IBIAPABA,541.1,367,-32.2
ALTO SANTO,Alto Santo,JAGUARIBANA,733.3,365.7,-50.1
EIXAO 2,Morada Nova,JAGUARIBANA,0,365.4,0
MILHA,Milhã,SERTAO CENTRAL E INHAMUNS,725.8,365,-49.7
CAPIM 1,Groaíras,IBIAPABA,0,363.9,0
AEROPORTO(SOBRAL),Sobral,LITORAL NORTE,510,363.1,-28.8
AC. QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,88.2,362.8,311.3
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,360.9,-42.9
TAUA,Tauá,SERTAO CENTRAL E INHAMUNS,547,358.5,-34.5
CARRAPATEIRAS,Tauá,SERTAO CENTRAL E INHAMUNS,451.6,356.4,-21.1
LIMOEIRO DO NORTE,Limoeiro do Norte,JAGUARIBANA,741,354.4,-52.2
STA. RITA DOS GALDINOS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,508.1,352.1,-30.7
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,350.5,-42.9
CANINDEZINHO,Potiretama,JAGUARIBANA,679.3,349,-48.6
SITIO CANTO,Umari,CARIRI,739.4,348.4,-52.9
CARMELOPOLES,Campos Sales,SERTAO CENTRAL E INHAMUNS,662.1,344.6,-48
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,344,-17.7
JUA,Irauçuba,LITORAL DE PECEM,463.7,342,-26.2
BARRINHA,Icapuí,JAGUARIBANA,387.3,340.4,-12.1
SALITRE,Canindé,SERTAO CENTRAL E INHAMUNS,385.5,340,-11.8
SAO JOSE DAS LONTRAS,Ipueiras,IBIAPABA,434,337.2,-22.3
CANAUNA,Ipaumirim,CARIRI,847.9,337,-60.3
CARNAUBAL,Carnaubal,IBIAPABA,638.1,337,-47.2
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,337,-53.7
SANTA QUITERIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,754.7,337,-55.4
MARRECAS,Tauá,SERTAO CENTRAL E INHAMUNS,480.2,335.7,-30.1
CAICARA,Tauá,SERTAO CENTRAL E INHAMUNS,326.5,335.5,2.8
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,335.2,-26.6
ANTONINA DO NORTE,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,633.2,334.5,-47.2
MANITUBA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,588.9,334.2,-43.3
ASSARE,Assaré,SERTAO CENTRAL E INHAMUNS,688.2,331.7,-51.8
FAZENDA MUTAMBA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,561.2,331.5,-40.9
PINDOGUABA,Tianguá,IBIAPABA,523.2,331,-36.7
COMUNIDADE LEMOS,Pentecoste,LITORAL DE PECEM,669.3,330,-50.7
UIRAPONGA,Morada Nova,JAGUARIBANA,622.3,328.2,-47.3
PALHANO,Palhano,JAGUARIBANA,718.3,324,-54.9
ACUDE DO GOVERNO,Iguatu,SERTAO CENTRAL E INHAMUNS,526.3,320.5,-39.1
SANTA TEREZA,Croatá,IBIAPABA,567.3,320.2,-43.6
BANDEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,628.4,317.4,-49.5
LOGRADOURO,Alto Santo,JAGUARIBANA,595.6,316.4,-46.9
HIDROLANDIA,Hidrolândia,IBIAPABA,815.8,314,-61.5
SAO JOSE DO TORTO,Sobral,LITORAL NORTE,608.4,310.7,-48.9
CACHOEIRA DE FORA,Arneiroz,SERTAO CENTRAL E INHAMUNS,438.2,307,-29.9
PADRE VIEIRA,Viçosa do Ceará,IBIAPABA,531.9,306,-42.5
URUQUE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,895.1,304.5,-66
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,303.5,0
POTIRETAMA,Potiretama,JAGUARIBANA,651.5,302.5,-53.6
BORGES,Jaguaruana,JAGUARIBANA,478.7,299.7,-37.4
SITIO FERNANDES,Aratuba,MACICO DE BATURITE,0,299.4,0
RINARÉ,Banabuiú,JAGUARIBANA,354.8,299,-15.7
SAO MIGUEL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,621.8,299,-51.9
CUSTODIO,Quixadá,SERTAO CENTRAL E INHAMUNS,576.1,297,-48.5
SERRA BRAVA,Milagres,CARIRI,0,294.7,0
SAO JOAO DO TRISSI,Tauá,SERTAO CENTRAL E INHAMUNS,471.4,294,-37.6
POCO DA AREIA,Ubajara,IBIAPABA,475.3,292,-38.6
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,292,-43.5
ITATIRA,Itatira,SERTAO CENTRAL E INHAMUNS,635.7,288.5,-54.6
MADALENA,Madalena,SERTAO CENTRAL E INHAMUNS,587.4,286.7,-51.2
MONTE NEBO,Crateús,SERTAO CENTRAL E INHAMUNS,768.8,285,-62.9
PARAISO,Catunda,SERTAO CENTRAL E INHAMUNS,516.3,283,-45.2
PEIXE,Russas,JAGUARIBANA,631.6,281,-55.5
CANABRAVA-COCOGI,Parambu,SERTAO CENTRAL E INHAMUNS,575.4,280,-51.3
SAO JOAO DO JAGUARIBE,São João do Jaguaribe,JAGUARIBANA,705.7,279.6,-60.4
TAPUIARA,Quixadá,SERTAO CENTRAL E INHAMUNS,621.2,278,-55.3
ICOZINHO,Icó,JAGUARIBANA,498.4,276.8,-44.5
BARREIROS,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,274,275,0.4
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,273.8,0
SAO VICENTE,Icó,JAGUARIBANA,577.4,269,-53.4
RECIFE,Independência,SERTAO CENTRAL E INHAMUNS,446.4,269,-39.7
MORADA NOVA,Morada Nova,JAGUARIBANA,704.4,268,-62
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,266.3,-52
CARNAUBINHA,Milhã,SERTAO CENTRAL E INHAMUNS,0,265,0
LAGOA DO MATO,Itatira,SERTAO CENTRAL E INHAMUNS,546.5,263,-51.9
AROEIRAS,Coreaú,IBIAPABA,603.6,262.5,-56.5
SACO DO BELEM,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,236.5,259,9.5
FAZENDA COQUE,Jaguaretama,JAGUARIBANA,733.4,255.2,-65.2
ALTAMIRA,Tauá,SERTAO CENTRAL E INHAMUNS,394.6,255,-35.4
PASSAGEM - FOGAREIRO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,557.7,254.9,-54.3
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,249,-71.6
SAO MIGUEL,Mauriti,CARIRI,730.6,245,-66.5
CARIUTABA,Farias Brito,CARIRI,774.9,237.3,-69.4
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,234,-63.7
ARARIPE,Araripe,SERTAO CENTRAL E INHAMUNS,695.4,233.6,-66.4
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,232.3,0
BELEM,Crateús,SERTAO CENTRAL E INHAMUNS,0,231,0
BOA ESPERANCA,Tamboril,SERTAO CENTRAL E INHAMUNS,543.6,231,-57.5
BOM JESUS,Tauá,SERTAO CENTRAL E INHAMUNS,277,227,-18.1
APRAZIVEL,Sobral,LITORAL NORTE,531.5,223.1,-58
LAMBEDOURO,Viçosa do Ceará,IBIAPABA,0,222.2,0
FAZENDA IEMEM,Mombaça,SERTAO CENTRAL E INHAMUNS,0,216.6,0
TOME VIEIRA,Ererê,JAGUARIBANA,864.6,215,-75.1
MUQUEM,Independência,SERTAO CENTRAL E INHAMUNS,0,212,0
ITAPEBUSSU,Maranguape,LITORAL DE FORTALEZA,666,209.2,-68.6
RAFAEL ARRUDA,Sobral,LITORAL NORTE,621.2,208.9,-66.4
CACHOEIRA DO FOGO,Independência,SERTAO CENTRAL E INHAMUNS,458.6,208,-54.6
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,201.8,-71.1
GUARIBAS,Acopiara,SERTAO CENTRAL E INHAMUNS,565.7,190,-66.4
SITIO SAO PEDRO,Ipaumirim,CARIRI,0,187.5,0
AC. TRICI,Tauá,SERTAO CENTRAL E INHAMUNS,239,185.5,-22.4
SITIO SEVERO,Jaguaribe,JAGUARIBANA,488.8,172,-64.8
DOM MAURICIO,Quixadá,SERTAO CENTRAL E INHAMUNS,0,171.5,0
CARACARA,Sobral,LITORAL NORTE,459.7,158,-65.6
RAIMUNDO MARTINS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,519.9,154.4,-70.3
BELEM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,613.6,141,-77
IBICUA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,726.7,135,-81.4
LAGOA DA SERRA,Caucaia,LITORAL DE FORTALEZA,564.8,123,-78.2
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,117,0
QUIXABINHA,Mauriti,CARIRI,334.9,112,-66.6
AEROPORTO DE ARACATI,Aracati,JAGUARIBANA,863.7,108.5,-87.4
MONTEIRO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,611.4,95,-84.5
BILHEIRA,Sobral,LITORAL NORTE,593.2,82,-86.2
LAGOINHA,Quixeré,JAGUARIBANA,450.9,80,-82.3
AC. CEDRO,Quixadá,SERTAO CENTRAL E INHAMUNS,282.8,61.4,-78.3
FAZENDA VARZEA ALEGRE,Madalena,SERTAO CENTRAL E INHAMUNS,591.9,44,-92.6
CANINDEZINHO,Nova Russas,IBIAPABA,448.4,40,-91.1
FAZENDA LOGRADOURO,São João do Jaguaribe,JAGUARIBANA,587.6,39,-93.4
FAZENDA CAJAZEIRA,Madalena,SERTAO CENTRAL E INHAMUNS,381,30,-92.1
FAZ.BELO HORIZONTE,Tauá,SERTAO CENTRAL E INHAMUNS,0,12,0
AMARO,Assaré,SERTAO CENTRAL E INHAMUNS,0,9,0
IRAPUA,Crateús,SERTAO CENTRAL E INHAMUNS,446.3,5,-98.9
BRUM,Jaguaribe,JAGUARIBANA,0,4.8,0
SITIOS NOVOS,Caucaia,LITORAL DE FORTALEZA,551.4,4,-99.3
TAPERUABA,Sobral,LITORAL NORTE,463.1,1,-99.8
SAO ROMAO,Altaneira,CARIRI,0,N.I.,N.I.
POCO GRANDE,Jucás,CARIRI,565.1,N.I.,N.I.
UMARI,Umari,CARIRI,777,0,-100
CANA BRAVA DOS FERREIRAS,Granjeiro,CARIRI,0,N.I.,N.I.
NOVO GRANGEIRO,Granjeiro,CARIRI,0,N.I.,N.I.
SITIO TRANQUEIRA,Lavras da Mangabeira,CARIRI,0,N.I.,N.I.
SANTO ANTONIO,Ipaumirim,CARIRI,0,N.I.,N.I.
JARDIM MIRIM,Jardim,CARIRI,647,N.I.,N.I.
SERRA BOCA DA MATA L,Jardim,CARIRI,0,N.I.,N.I.
SITIO BONSUCESSO,Jardim,CARIRI,0,N.I.,N.I.
SERRA BREJINHO,Jardim,CARIRI,0,N.I.,N.I.
SITIO NOVO-VILA PE CICERO,Juazeiro do Norte,CARIRI,782,N.I.,N.I.
PONTA DA SERRA,Crato,CARIRI,809,N.I.,N.I.
DOM QUINTINO,Crato,CARIRI,734.5,N.I.,N.I.
MARARUPA,Mauriti,CARIRI,619.1,N.I.,N.I.
COMUNIDADE VALDIVINO,Milagres,CARIRI,0,N.I.,N.I.
SITIO SACO,Milagres,CARIRI,0,N.I.,N.I.
AGUA VERMELHA,Milagres,CARIRI,0,N.I.,N.I.
DOM LEME,Santana do Cariri,CARIRI,0,N.I.,N.I.
SANTA VITORIA - LAGES,Aurora,CARIRI,0,N.I.,N.I.
LAGEDO,Cedro,CARIRI,618.6,N.I.,N.I.
EMATERCE,Cedro,CARIRI,0,N.I.,N.I.
DIPAN-ESCRITORIO DO DNOCS,Varjota,IBIAPABA,0,N.I.,N.I.
TRAPIA,Forquilha,IBIAPABA,573.5,N.I.,N.I.
SANTO ANTONIO,Ararendá,IBIAPABA,318.4,N.I.,N.I.
LAGOA DE SANTO ANTONIO,Ararendá,IBIAPABA,0,N.I.,N.I.
JUCA,Cariré,IBIAPABA,0,N.I.,N.I.
CACIMBAS,Cariré,IBIAPABA,0,N.I.,N.I.
SANTO ANTONIO DA PINDOBA,Ibiapina,IBIAPABA,0,N.I.,N.I.
DAMIAO,Ipu,IBIAPABA,0,N.I.,N.I.
MARRUAS DOS PAIVA,Ipu,IBIAPABA,0,N.I.,N.I.
SITIO INHARE,São Benedito,IBIAPABA,0,N.I.,N.I.
SITIO CHAPADINHA,São Benedito,IBIAPABA,0,N.I.,N.I.
AEROPORTO,São Benedito,IBIAPABA,0,N.I.,N.I.
FAZENDA BOM PASTOR,Coreaú,IBIAPABA,0,N.I.,N.I.
TABAINHA,Tianguá,IBIAPABA,939.7,N.I.,N.I.
CASTANHAO,Alto Santo,JAGUARIBANA,664.5,N.I.,N.I.
CARAUBAS,Alto Santo,JAGUARIBANA,480.6,N.I.,N.I.
ACUDE RIACHO DA SERRA,Alto Santo,JAGUARIBANA,0,N.I.,N.I.
BARRA DE SITIA,Banabuiú,JAGUARIBANA,633.6,N.I.,N.I.
ACUDE POTIRETAMA,Potiretama,JAGUARIBANA,0,N.I.,N.I.
SÃO JOÃO,Ererê,JAGUARIBANA,831.2,N.I.,N.I.
AC.SANTO ANTONIO BASTIOES,Iracema,JAGUARIBANA,0,N.I.,N.I.
AÇUDE FIGUEIREDO,Iracema,JAGUARIBANA,0,N.I.,N.I.
GIQUI,Jaguaruana,JAGUARIBANA,564.3,N.I.,N.I.
SARGENTO,Jaguaruana,JAGUARIBANA,0,N.I.,N.I.
PATOS,Morada Nova,JAGUARIBANA,635.9,N.I.,N.I.
ROLDAO,Morada Nova,JAGUARIBANA,652,N.I.,N.I.
ACUDE CIPOADA,Morada Nova,JAGUARIBANA,0,N.I.,N.I.
FEITICEIRO,Jaguaribe,JAGUARIBANA,537.5,N.I.,N.I.
AQUINOPOLES,Jaguaribe,JAGUARIBANA,657.6,N.I.,N.I.
CORREGO ESPERANÇA,Palhano,JAGUARIBANA,0,N.I.,N.I.
CRIOULAS,Pereiro,JAGUARIBANA,609,N.I.,N.I.
ACUDE MADEIRO,Pereiro,JAGUARIBANA,0,N.I.,N.I.
LAGOA GRANDE,Russas,JAGUARIBANA,449.3,N.I.,N.I.
SITIO CAMPO LIMPO,Russas,JAGUARIBANA,0,N.I.,N.I.
SÍTIO SÃO PEDRO,Jaguaretama,JAGUARIBANA,529.3,N.I.,N.I.
MONTE ALEGRE,Jaguaretama,JAGUARIBANA,244.9,N.I.,N.I.
BERRA BODE-ETS,Aquiraz,LITORAL DE FORTALEZA,1166.9,N.I.,N.I.
PATOS DOS LIBERATOS,Chorozinho,LITORAL DE FORTALEZA,438.3,N.I.,N.I.
PACO MUNICIPAL,Itaitinga,LITORAL DE FORTALEZA,0,N.I.,N.I.
SEMAN,Itaitinga,LITORAL DE FORTALEZA,0,N.I.,N.I.
JUBAIA,Maranguape,LITORAL DE FORTALEZA,836.4,N.I.,N.I.
FAZENDA COLUMINJUBA,Maranguape,LITORAL DE FORTALEZA,331.4,N.I.,N.I.
BOQUEIRAO DO CESARIO,Beberibe,LITORAL DE FORTALEZA,518.4,N.I.,N.I.
BOM PRINCIPIO,Caucaia,LITORAL DE FORTALEZA,752.8,N.I.,N.I.
MISSI,Irauçuba,LITORAL DE PECEM,582.4,N.I.,N.I.
BOA VISTA DO CAXITORE,Irauçuba,LITORAL DE PECEM,211.6,0,-100
POCO DOCE,Paracuru,LITORAL DE PECEM,0,N.I.,N.I.
JARDIM DO MEIO,Paracuru,LITORAL DE PECEM,0,N.I.,N.I.
JUREMA,Paramoti,LITORAL DE PECEM,0,N.I.,N.I.
ASSENTAMENTO PAPEL,Paramoti,LITORAL DE PECEM,0,N.I.,N.I.
FAZENDA PAU D'ARCO,Itapipoca,LITORAL DE PECEM,680.5,N.I.,N.I.
SAO JOAQUIM,Itapajé,LITORAL DE PECEM,533.9,N.I.,N.I.
MELANCIAS,Tururu,LITORAL DE PECEM,0,N.I.,N.I.
ACUDE MUNDAU,Uruburetama,LITORAL DE PECEM,0,N.I.,N.I.
JACUIPE NASCENTE,Amontada,LITORAL NORTE,0,N.I.,N.I.
NOVA CONQUISTA,Amontada,LITORAL NORTE,0,N.I.,N.I.
JIJOCA DE JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,631.3,N.I.,N.I.
IBUGUACU,Granja,LITORAL NORTE,715,N.I.,N.I.
AC. AYRES DE SOUZA,Sobral,LITORAL NORTE,114.3,N.I.,N.I.
SALGADO DOS MACHADOS,Sobral,LITORAL NORTE,667.3,0,-100
GAMELEIRA,Massapê,LITORAL NORTE,0,N.I.,N.I.
CAMARAO,Aratuba,MACICO DE BATURITE,0,N.I.,N.I.
SAO JOSE,Barreira,MACICO DE BATURITE,923.2,N.I.,N.I.
BOTIJA,Guaramiranga,MACICO DE BATURITE,0,N.I.,N.I.
FAZENDA BOA VISTA,Itapiúna,MACICO DE BATURITE,0,N.I.,N.I.
SERENO DE CIMA,Ocara,MACICO DE BATURITE,739.6,N.I.,N.I.
CURUPIRA,Ocara,MACICO DE BATURITE,689.5,N.I.,N.I.
NOVO HORIZONTE,Ocara,MACICO DE BATURITE,466.5,N.I.,N.I.
SERRAGEM,Ocara,MACICO DE BATURITE,639.9,N.I.,N.I.
ARISCO DOS MARIANOS,Ocara,MACICO DE BATURITE,622.1,N.I.,N.I.
ACUDE BATENTE,Ocara,MACICO DE BATURITE,0,N.I.,N.I.
SITIO PILOES,Pacoti,MACICO DE BATURITE,0,N.I.,N.I.
EBRON,Acopiara,SERTAO CENTRAL E INHAMUNS,534.2,N.I.,N.I.
CACHOEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,316.5,N.I.,N.I.
ITAGUA,Campos Sales,SERTAO CENTRAL E INHAMUNS,397.3,N.I.,N.I.
ACUDE POCO DE PEDRAS,Campos Sales,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
PAJEU,Araripe,SERTAO CENTRAL E INHAMUNS,555.7,N.I.,N.I.
SAO DOMINGOS,Caridade,SERTAO CENTRAL E INHAMUNS,565.2,N.I.,N.I.
FIGUEIREDO,Catarina,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FECHADO,Catarina,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAICARINHA,Choró,SERTAO CENTRAL E INHAMUNS,482.2,N.I.,N.I.
SITIO BAIXA GRANDE,Crateús,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FAZENDA TAPUIO,Crateús,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SANTO ANTôNIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
JABURU,Independência,SERTAO CENTRAL E INHAMUNS,468.7,N.I.,N.I.
LOGRADOURO,Independência,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BARRA,Aiuaba,SERTAO CENTRAL E INHAMUNS,395.2,N.I.,N.I.
PIRANGI,Ibaretama,SERTAO CENTRAL E INHAMUNS,411.5,N.I.,N.I.
MACAOCA,Madalena,SERTAO CENTRAL E INHAMUNS,476.3,N.I.,N.I.
PAU FERRO,Madalena,SERTAO CENTRAL E INHAMUNS,306.7,N.I.,N.I.
SALGADINHO,Madalena,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAPITAO MOR,Pedra Branca,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
NOSSA SRA. DO LIVRAMENTO,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,418.2,N.I.,N.I.
EMAUS,Novo Oriente,SERTAO CENTRAL E INHAMUNS,450.4,N.I.,N.I.
ACUDE CARAO,Tamboril,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FAZENDA NOVA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
ACUDE SAO JOSE II,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BARREIROS DE BAIXO,Potengi,SERTAO CENTRAL E INHAMUNS,384.7,N.I.,N.I.
VILA ESCONDIDO,Potengi,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
VILA ALECRIM,Potengi,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SITIO QUENQUELERE,Potengi,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
PAUS BRANCOS,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
NENELANDIA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
ACUDE PIRABIBU,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
RIACHO VERDE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CHACARA CRAVO E ROSA,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CHAPADA DO ALEGRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAMPESTRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SITIO MILHANS,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SERRA DO BAIXIO DO MOCO,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
BONFIM,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,623.8,N.I.,N.I.
IBUACU,Boa Viagem,SERTAO CENTRAL E INHAMUNS,516.2,N.I.,N.I.
DOMINGOS DA COSTA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,488.4,N.I.,N.I.
PIEDADE,Boa Viagem,SERTAO CENTRAL E INHAMUNS,316.5,N.I.,N.I.
AÇUDE VIEIRAO,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
ACUDE SAO JOSE I,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FLAMENGO,Saboeiro,SERTAO CENTRAL E INHAMUNS,741.9,N.I.,N.I.
AC. RIACHO DO SANGUE,Solonópole,SERTAO CENTRAL E INHAMUNS,243.6,N.I.,N.I.
