Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
SERRA DA GUIA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,520.3,683.7,31.4
URUQUE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,895.1,683,-23.7
GIQUI,Jaguaruana,JAGUARIBANA,564.3,682.5,21
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,681.9,19.1
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,681.5,0
ARNEIROZ,Arneiroz,SERTAO CENTRAL E INHAMUNS,631.7,680.2,7.7
PIEDADE,Boa Viagem,SERTAO CENTRAL E INHAMUNS,316.5,680,114.9
BARAO DE AQUIRAZ,Campos Sales,SERTAO CENTRAL E INHAMUNS,443.7,678.4,52.9
ITAIPABA,Pacajus,LITORAL DE FORTALEZA,872.2,678,-22.3
TUCUNDUBA,Caucaia,LITORAL DE FORTALEZA,1061.4,677,-36.2
AC. QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,88.2,672.4,662.4
GROAIRAS,Groaíras,IBIAPABA,777.6,671.9,-13.6
ASSARE,Assaré,SERTAO CENTRAL E INHAMUNS,688.2,671.9,-2.4
SITIO BONSUCESSO,Jardim,CARIRI,0,671,0
CORREGO ESPERANÇA,Palhano,JAGUARIBANA,0,670.1,0
GUASSUSSE,Orós,JAGUARIBANA,0,670,0
ICO,Icó,JAGUARIBANA,767.7,669.7,-12.8
ENCANTADO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,564.6,669.6,18.6
ALTO SANTO,Alto Santo,JAGUARIBANA,733.3,667.7,-8.9
SANTO ANTôNIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,0,667,0
INDEPENDENCIA,Independência,SERTAO CENTRAL E INHAMUNS,579.4,663.8,14.6
ICOZINHO,Icó,JAGUARIBANA,498.4,663.7,33.2
SITIO MILHANS,Salitre,SERTAO CENTRAL E INHAMUNS,0,663.3,0
SITIO QUENQUELERE,Potengi,SERTAO CENTRAL E INHAMUNS,0,662,0
CAPIM 1,Groaíras,IBIAPABA,0,661.1,0
SANTO ANTONIO DA PINDOBA,Ibiapina,IBIAPABA,0,660.4,0
FAZ.BELO HORIZONTE,Tauá,SERTAO CENTRAL E INHAMUNS,0,657.8,0
FAZ.REALEZA,Independência,SERTAO CENTRAL E INHAMUNS,0,657.1,0
VILA SANTO ANTONIO,Crateús,SERTAO CENTRAL E INHAMUNS,582.8,657,12.7
SUCESSO,Tamboril,SERTAO CENTRAL E INHAMUNS,631.1,657,4.1
MONTEIRO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,611.4,656,7.3
INHUPORANGA,Caridade,SERTAO CENTRAL E INHAMUNS,331.8,655.1,97.4
AÇUDE FIGUEIREDO,Iracema,JAGUARIBANA,0,655,0
LOGRADOURO,Alto Santo,JAGUARIBANA,595.6,654.8,9.9
PALESTINA,Orós,JAGUARIBANA,707.9,654.4,-7.6
CHORO,Choró,SERTAO CENTRAL E INHAMUNS,730.5,654.4,-10.4
SERROTE BRANCO,Jaguaretama,JAGUARIBANA,678.5,650.8,-4.1
IBICUA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,726.7,650,-10.6
QUIXELO,Quixelô,SERTAO CENTRAL E INHAMUNS,755.7,649.2,-14.1
OLIVEIRA,Tamboril,SERTAO CENTRAL E INHAMUNS,542.9,648,19.4
IRAPUA,Crateús,SERTAO CENTRAL E INHAMUNS,446.3,647.8,45.2
PALMATORIA,Itapiúna,MACICO DE BATURITE,728,647.1,-11.1
DIPAN-ESCRITORIO DO DNOCS,Varjota,IBIAPABA,0,646,0
RECIFE,Independência,SERTAO CENTRAL E INHAMUNS,446.4,645,44.5
POCO DA AREIA,Ubajara,IBIAPABA,475.3,644.2,35.5
TABULEIRO DO NORTE,Tabuleiro do Norte,JAGUARIBANA,713.6,643.9,-9.8
SITIO FERNANDES,Aratuba,MACICO DE BATURITE,0,643.6,0
BRUM,Jaguaribe,JAGUARIBANA,0,643,0
MONTE SINAI,Independência,SERTAO CENTRAL E INHAMUNS,429.5,643,49.7
CARRAPATEIRAS,Tauá,SERTAO CENTRAL E INHAMUNS,451.6,641.6,42.1
MOMBACA,Mombaça,SERTAO CENTRAL E INHAMUNS,766.1,641.5,-16.3
ITAGUA,Campos Sales,SERTAO CENTRAL E INHAMUNS,397.3,641.2,61.4
PIQUET CARNEIRO,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,730.9,640,-12.4
ESPERANCA,Canindé,SERTAO CENTRAL E INHAMUNS,628.8,639.8,1.7
JATI,Jati,CARIRI,722.3,639.2,-11.5
SAO MIGUEL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,621.8,639,2.8
JUA,Irauçuba,LITORAL DE PECEM,463.7,638,37.6
CAIXA,Acopiara,SERTAO CENTRAL E INHAMUNS,722.3,635.4,-12
FAZENDA BOA VISTA,Itapiúna,MACICO DE BATURITE,0,633.3,0
MONSENHOR TABOSA,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,669.6,628.8,-6.1
SITIO FAVEIRA,São Benedito,IBIAPABA,675.3,627.9,-7
TAMBORIL,Tamboril,SERTAO CENTRAL E INHAMUNS,652.5,625.7,-4.1
BELEM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,613.6,625,1.9
MARRUAS DOS PAIVA,Ipu,IBIAPABA,0,624.8,0
SALGADO DOS MACHADOS,Sobral,LITORAL NORTE,667.3,623.6,-6.5
GUANACES,Cascavel,LITORAL DE FORTALEZA,927.1,623,-32.8
BANDEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,628.4,622,-1
PENAFORTE,Penaforte,CARIRI,579,621,7.3
SAO JOSE DAS LONTRAS,Ipueiras,IBIAPABA,434,620.4,43
NOVA FLORESTA,Jaguaribe,JAGUARIBANA,597.1,620.2,3.9
SITIO MALHADA,Limoeiro do Norte,JAGUARIBANA,751.3,619.4,-17.6
CANINDEZINHO,Nova Russas,IBIAPABA,448.4,616,37.4
ACOPIARA,Acopiara,SERTAO CENTRAL E INHAMUNS,744,616,-17.2
LACERDA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,522.6,613,17.3
APUIARES,Apuiarés,LITORAL DE PECEM,794,611.8,-23
SAO JOAQUIM,Itapajé,LITORAL DE PECEM,533.9,611.8,14.6
SANTA TEREZINHA,Crateús,SERTAO CENTRAL E INHAMUNS,446.8,611,36.7
JAGUARUANA,Jaguaruana,JAGUARIBANA,703.2,610.8,-13.1
POTIRETAMA,Potiretama,JAGUARIBANA,651.5,610.5,-6.3
PAUS BRANCOS,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,610,0
LAMBEDOURO,Viçosa do Ceará,IBIAPABA,0,609.7,0
TAPUIARA,Quixadá,SERTAO CENTRAL E INHAMUNS,621.2,609,-2
CHAPADA DO ALEGRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,608.9,0
FEITICEIRO,Jaguaribe,JAGUARIBANA,537.5,604.9,12.6
TABAINHA,Tianguá,IBIAPABA,939.7,604.2,-35.7
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,604,32.3
JANDRANGOEIRA,Independência,SERTAO CENTRAL E INHAMUNS,340.6,603.5,77.2
SALITRE,Salitre,SERTAO CENTRAL E INHAMUNS,509.4,602.4,18.3
BOA ESPERANCA,Tamboril,SERTAO CENTRAL E INHAMUNS,543.6,602,10.7
TEJUCUOCA,Tejuçuoca,LITORAL DE PECEM,587.3,601.4,2.4
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,595.6,42.6
ACUDE TRAPIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,734.8,595,-19
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,581,12.5
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,580.3,0
CACHOEIRA DE FORA,Arneiroz,SERTAO CENTRAL E INHAMUNS,438.2,579.7,32.3
BETANIA,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,581.2,578,-0.6
LAGOA DO MATO,Itatira,SERTAO CENTRAL E INHAMUNS,546.5,574.5,5.1
CAMPOS SALES,Campos Sales,SERTAO CENTRAL E INHAMUNS,567.9,572.9,0.9
CEDRO,Aiuaba,SERTAO CENTRAL E INHAMUNS,435.8,571.4,31.1
AC. OROS,Orós,JAGUARIBANA,359.8,570.3,58.5
POCO GRANDE,Jucás,CARIRI,565.1,570,0.9
SANTANA,Poranga,IBIAPABA,440.2,569,29.3
SITIO ITAPORANGA,Saboeiro,SERTAO CENTRAL E INHAMUNS,0,563.2,0
TAUA,Tauá,SERTAO CENTRAL E INHAMUNS,547,562.6,2.9
BONFIM,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,623.8,562,-9.9
BARREIROS DE BAIXO,Potengi,SERTAO CENTRAL E INHAMUNS,384.7,561.2,45.9
PALHANO,Palhano,JAGUARIBANA,718.3,557,-22.5
ACUDE DO GOVERNO,Iguatu,SERTAO CENTRAL E INHAMUNS,526.3,557,5.8
FAZENDA LOGRADOURO,São João do Jaguaribe,JAGUARIBANA,587.6,556,-5.4
GUARIBAS,Acopiara,SERTAO CENTRAL E INHAMUNS,565.7,556,-1.7
SÍTIO SÃO PEDRO,Jaguaretama,JAGUARIBANA,529.3,555.3,4.9
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,555.2,120.2
RIACHO VERMELHO,Iguatu,SERTAO CENTRAL E INHAMUNS,749.4,553,-26.2
BOM NOME,Aiuaba,SERTAO CENTRAL E INHAMUNS,546.5,551,0.8
SERRA DO BAIXIO DO MOCO,Salitre,SERTAO CENTRAL E INHAMUNS,0,551,0
EMATUBA,Independência,SERTAO CENTRAL E INHAMUNS,475.2,550,15.7
FAZENDA MUTAMBA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,561.2,549,-2.2
APRAZIVEL,Sobral,LITORAL NORTE,531.5,544.2,2.4
SARGENTO,Jaguaruana,JAGUARIBANA,0,544,0
COMUNIDADE LEMOS,Pentecoste,LITORAL DE PECEM,669.3,544,-18.7
MADALENA,Madalena,SERTAO CENTRAL E INHAMUNS,587.4,543.8,-7.4
CATARINA,Catarina,SERTAO CENTRAL E INHAMUNS,689.4,543.6,-21.2
AEROPORTO(IGUATU),Iguatu,SERTAO CENTRAL E INHAMUNS,260.4,541.4,107.9
OROS,Orós,JAGUARIBANA,808.4,537.9,-33.5
JUREMA,Paramoti,LITORAL DE PECEM,0,535.6,0
AC. FAVELAS,Tauá,SERTAO CENTRAL E INHAMUNS,292.3,535.6,83.3
ALTAMIRA,Tauá,SERTAO CENTRAL E INHAMUNS,394.6,534.4,35.4
AC. ARARAS,Varjota,IBIAPABA,376.2,533.5,41.8
SOLONOPOLE,Solonópole,SERTAO CENTRAL E INHAMUNS,753.1,533.3,-29.2
DOM MAURICIO,Quixadá,SERTAO CENTRAL E INHAMUNS,0,532.6,0
ACUDE TIGRE,Solonópole,SERTAO CENTRAL E INHAMUNS,0,532.5,0
JUREMA,General Sampaio,LITORAL DE PECEM,356,532.4,49.6
DOMINGOS DA COSTA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,488.4,530.2,8.6
CARNAUBAL,Carnaubal,IBIAPABA,638.1,527.3,-17.4
CAPITAO MOR,Pedra Branca,SERTAO CENTRAL E INHAMUNS,0,526.8,0
TAPERUABA,Sobral,LITORAL NORTE,463.1,526,13.6
PARAISO,Catunda,SERTAO CENTRAL E INHAMUNS,516.3,526,1.9
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,525.3,-27.8
JAGUARIBARA,Jaguaribara,JAGUARIBANA,723.8,524.5,-27.5
BOA VIAGEM,Boa Viagem,SERTAO CENTRAL E INHAMUNS,661.4,524.3,-20.7
BOA VISTA,Mombaça,SERTAO CENTRAL E INHAMUNS,523.6,524.1,0.1
NENELANDIA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,523.7,0
AÇUDE VIEIRAO,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,523,0
SAO JOAO DO TRISSI,Tauá,SERTAO CENTRAL E INHAMUNS,471.4,523,10.9
DESEJO,Independência,SERTAO CENTRAL E INHAMUNS,640.6,522.4,-18.5
JUCA,Cariré,IBIAPABA,0,518.6,0
AEROPORTO(SOBRAL),Sobral,LITORAL NORTE,510,516.8,1.3
FAZENDA MALAQUIAS,Tejuçuoca,LITORAL DE PECEM,517.6,515,-0.5
ACUDE PIRABIBU,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,514,0
CUSTODIO,Quixadá,SERTAO CENTRAL E INHAMUNS,576.1,510,-11.5
ARARIPE,Araripe,SERTAO CENTRAL E INHAMUNS,695.4,508.5,-26.9
CROATA,Croatá,IBIAPABA,526.3,504.1,-4.2
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,503,-42.5
PARAMOTI,Paramoti,LITORAL DE PECEM,688.6,500,-27.4
MILHA,Milhã,SERTAO CENTRAL E INHAMUNS,725.8,499.4,-31.2
SANTA TEREZA,Croatá,IBIAPABA,567.3,496.4,-12.5
SALITRE,Canindé,SERTAO CENTRAL E INHAMUNS,385.5,496.4,28.8
ALGODOES,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,410.9,496,20.7
MUQUEM,Independência,SERTAO CENTRAL E INHAMUNS,0,494,0
SACO DO BELEM,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,236.5,491,107.6
CAICARA,Tauá,SERTAO CENTRAL E INHAMUNS,326.5,488.5,49.6
TUCUNS,Crateús,SERTAO CENTRAL E INHAMUNS,644.5,484,-24.9
AC. VARZEA DO BOI,Tauá,SERTAO CENTRAL E INHAMUNS,361.7,476,31.6
PARAMBU,Parambu,SERTAO CENTRAL E INHAMUNS,722.3,475.1,-34.2
SITIO INHARE,São Benedito,IBIAPABA,0,475,0
ARACATIARA,Amontada,LITORAL NORTE,621.6,473,-23.9
LOGRADOURO,Independência,SERTAO CENTRAL E INHAMUNS,0,466,0
CACHOEIRA,Itatira,SERTAO CENTRAL E INHAMUNS,316.5,458,44.7
FLAMENGO,Saboeiro,SERTAO CENTRAL E INHAMUNS,741.9,454.3,-38.8
ASSENTAMENTO PAPEL,Paramoti,LITORAL DE PECEM,0,454,0
CURATIS,Tamboril,SERTAO CENTRAL E INHAMUNS,474.2,451,-4.9
FAZENDA CAJAZEIRA,Madalena,SERTAO CENTRAL E INHAMUNS,381,450.6,18.3
AC. RIACHO DO SANGUE,Solonópole,SERTAO CENTRAL E INHAMUNS,243.6,448.4,84.1
VILA ESCONDIDO,Potengi,SERTAO CENTRAL E INHAMUNS,0,445,0
CAIOCA,Sobral,LITORAL NORTE,651.8,443.2,-32
SAO VICENTE,Icó,JAGUARIBANA,577.4,443,-23.3
CARNAUBINHA,Milhã,SERTAO CENTRAL E INHAMUNS,0,431,0
SITIO SEVERO,Jaguaribe,JAGUARIBANA,488.8,428,-12.4
SITIO CAMPO LIMPO,Russas,JAGUARIBANA,0,412.5,0
BOA VISTA DO CAXITORE,Irauçuba,LITORAL DE PECEM,211.6,404,90.9
CHACARA CRAVO E ROSA,Salitre,SERTAO CENTRAL E INHAMUNS,0,395.2,0
FAZENDA NOVA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,392.7,0
MONTE ALEGRE,Jaguaretama,JAGUARIBANA,244.9,384,56.8
BOM JESUS,Tauá,SERTAO CENTRAL E INHAMUNS,277,378,36.5
NOVO GRANGEIRO,Granjeiro,CARIRI,0,368.4,0
CAICARINHA,Choró,SERTAO CENTRAL E INHAMUNS,482.2,365.1,-24.3
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,363.9,-40.7
DEP. IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,790.5,362,-54.2
LAGOINHA,Quixeré,JAGUARIBANA,450.9,357.8,-20.7
CANABRAVA-COCOGI,Parambu,SERTAO CENTRAL E INHAMUNS,575.4,356,-38.1
SITIO CHAPADINHA,São Benedito,IBIAPABA,0,346.5,0
BARRA DE SITIA,Banabuiú,JAGUARIBANA,633.6,345,-45.6
CENTRO DE TREINAMENTO,Sobral,LITORAL NORTE,844.4,338.1,-60
BARREIROS,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,274,335,22.3
AGUA VERMELHA,Milagres,CARIRI,0,332,0
VILA ALECRIM,Potengi,SERTAO CENTRAL E INHAMUNS,0,328,0
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,307,0
ESTACAO ECOLOGICA,Aiuaba,SERTAO CENTRAL E INHAMUNS,481.8,297.3,-38.3
AC. GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,256.2,294.4,14.9
TURURU,Tururu,LITORAL DE PECEM,866.8,285,-67.1
SITIO BAIXA GRANDE,Crateús,SERTAO CENTRAL E INHAMUNS,0,273,0
DOM LEME,Santana do Cariri,CARIRI,0,255.5,0
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,201.6,-68.4
CRUZ,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,435.4,193,-55.7
FAZENDA VARZEA ALEGRE,Madalena,SERTAO CENTRAL E INHAMUNS,591.9,181,-69.4
BILHEIRA,Sobral,LITORAL NORTE,593.2,173,-70.8
IBUGUACU,Granja,LITORAL NORTE,715,167,-76.6
FAZENDA MORADA NOVA,Acopiara,SERTAO CENTRAL E INHAMUNS,579.3,166,-71.3
SERRAGEM,Ocara,MACICO DE BATURITE,639.9,135,-78.9
LAGOA DE SANTO ANTONIO,Ararendá,IBIAPABA,0,133,0
ANTONINA DO NORTE,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,633.2,132,-79.2
PATOS,Sobral,LITORAL NORTE,0,117.6,0
AC. TRICI,Tauá,SERTAO CENTRAL E INHAMUNS,239,113,-52.7
SERRA BREJINHO,Jardim,CARIRI,0,112,0
TRAPIA,Forquilha,IBIAPABA,573.5,105,-81.7
RAIMUNDO MARTINS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,519.9,104.8,-79.8
FAZENDA TAPUIO,Crateús,SERTAO CENTRAL E INHAMUNS,0,95,0
AROEIRAS,Coreaú,IBIAPABA,603.6,92,-84.8
ACUDE POTIRETAMA,Potiretama,JAGUARIBANA,0,43,0
ACUDE MADEIRO,Pereiro,JAGUARIBANA,0,33,0
CARAUBAS,Alto Santo,JAGUARIBANA,480.6,31,-93.6
ROLDAO,Morada Nova,JAGUARIBANA,652,29,-95.6
FAZENDA IEMEM,Mombaça,SERTAO CENTRAL E INHAMUNS,0,16,0
SAO ROMAO,Altaneira,CARIRI,0,N.I.,N.I.
SITIO NOVO-VILA PE CICERO,Juazeiro do Norte,CARIRI,782,N.I.,N.I.
PONTA DA SERRA,Crato,CARIRI,809,N.I.,N.I.
SITIO TRANQUEIRA,Lavras da Mangabeira,CARIRI,0,N.I.,N.I.
PICADA,Guaraciaba do Norte,IBIAPABA,919.1,N.I.,N.I.
AEROPORTO,São Benedito,IBIAPABA,0,N.I.,N.I.
CASTANHAO,Alto Santo,JAGUARIBANA,664.5,N.I.,N.I.
ACUDE RIACHO DA SERRA,Alto Santo,JAGUARIBANA,0,N.I.,N.I.
RINARÉ,Banabuiú,JAGUARIBANA,354.8,N.I.,N.I.
TRES BODEGAS,Icó,JAGUARIBANA,605,N.I.,N.I.
TOME VIEIRA,Ererê,JAGUARIBANA,864.6,N.I.,N.I.
BERRA BODE-ETS,Aquiraz,LITORAL DE FORTALEZA,1166.9,N.I.,N.I.
LAGOA DA SERRA,Caucaia,LITORAL DE FORTALEZA,564.8,N.I.,N.I.
BOM PRINCIPIO,Caucaia,LITORAL DE FORTALEZA,752.8,N.I.,N.I.
PATOS DOS LIBERATOS,Chorozinho,LITORAL DE FORTALEZA,438.3,N.I.,N.I.
JUBAIA,Maranguape,LITORAL DE FORTALEZA,836.4,N.I.,N.I.
VILA SOARES,Apuiarés,LITORAL DE PECEM,0,N.I.,N.I.
GURIU,Camocim,LITORAL NORTE,348.5,N.I.,N.I.
JATOBA,Camocim,LITORAL NORTE,816,N.I.,N.I.
NOVA CONQUISTA,Amontada,LITORAL NORTE,0,N.I.,N.I.
JIJOCA DE JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,631.3,N.I.,N.I.
JORDAO,Sobral,LITORAL NORTE,940,0,-100
CAMARAO,Aratuba,MACICO DE BATURITE,0,N.I.,N.I.
SERENO DE CIMA,Ocara,MACICO DE BATURITE,739.6,N.I.,N.I.
NOVO HORIZONTE,Ocara,MACICO DE BATURITE,466.5,N.I.,N.I.
CHACARA PEDRO HENRIQUE,Palmácia,MACICO DE BATURITE,0,N.I.,N.I.
IBUACU,Boa Viagem,SERTAO CENTRAL E INHAMUNS,516.2,N.I.,N.I.
PAJEU,Araripe,SERTAO CENTRAL E INHAMUNS,555.7,N.I.,N.I.
SAO DOMINGOS,Caridade,SERTAO CENTRAL E INHAMUNS,565.2,N.I.,N.I.
TRUSSU,Acopiara,SERTAO CENTRAL E INHAMUNS,686.1,0,-100
BARRA,Aiuaba,SERTAO CENTRAL E INHAMUNS,395.2,N.I.,N.I.
JABURU,Independência,SERTAO CENTRAL E INHAMUNS,468.7,N.I.,N.I.
CACHOEIRA DO FOGO,Independência,SERTAO CENTRAL E INHAMUNS,458.6,N.I.,N.I.
PIRANGI,Ibaretama,SERTAO CENTRAL E INHAMUNS,411.5,N.I.,N.I.
MACAOCA,Madalena,SERTAO CENTRAL E INHAMUNS,476.3,N.I.,N.I.
PAU FERRO,Madalena,SERTAO CENTRAL E INHAMUNS,306.7,N.I.,N.I.
SALGADINHO,Madalena,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
ACUDE SAO JOSE II,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAMPESTRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
MARRECAS,Tauá,SERTAO CENTRAL E INHAMUNS,480.2,0,-100
